cluster_rank,cluster_id,category,board,title,summary,status,votes,comments,url
19,18,posts / comments / mastodon / suggestions,feature suggestions,Schedule boosts on Mastodon,Schedule boosts on Mastodon. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Schedule boosts on Mastodon It’s common on Mastodon to boost one’s own posts for different time zones. This would be...,in progress,,26,https://suggestions.buffer.com/p/schedule-boosts-on-mastodon?b=feature-suggestions
20,19,post / posted / idea / posts,feature suggestions,Delete an idea once turned into a post,Delete an idea once turned into a post. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Delete an idea once turned into a post We chose Buffer for the Create tab as this fits our internal...,in progress,,26,https://suggestions.buffer.com/p/delete-an-idea-once-turned-into-a-post?b=feature-suggestions
20,19,post / posted / idea / posts,feature suggestions,Option to auto-remove Ideas after posted,Option to auto-remove Ideas after posted. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Option to auto-remove Ideas after posted It seems strange to me that this isn’t default - when I turn an...,in progress,,26,https://suggestions.buffer.com/p/option-to-auto-remove-ideas-after-posted?b=feature-suggestions
21,20,shuffle / comments / posts / channels,feature suggestions,Shuffle Queue for all channels + make more visible,"Shuffle Queue for all channels + make more visible. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Shuffle Queue for all channels + make more visible I just came across the shuffle queue button,...",in progress,,26,https://suggestions.buffer.com/p/shuffle-queue-for-all-channels-make-more-visible?b=feature-suggestions
21,20,shuffle / comments / posts / channels,buffer api,"add a ""shuffle"" action to the channels","add a ""shuffle"" action to the channels. Buffer Sign in with Buffer Buffer API Roadmap What's New 3 3 add a ""shuffle"" action to the channels Occasionally after my automatons add posts to the queues, I would like to...",in progress,,26,https://suggestions.buffer.com/p/add-a-shuffle-action-to-the-channels?b=buffer-api
22,21,months / tags / apple / posts,buffer api,What's New,"What's New. Dec 4, 20255 months agoDec 4, 20255 months agoEasily move a post to top or bottom of your queueWe’ve released an improvement that will allow you to quickly move a queued post to the top or end of your queue!...",in progress,,26,https://suggestions.buffer.com/changelog
23,22,content / loading / wait / ago,feature suggestions,Customize thumbnails for video posts (including Reels),Customize thumbnails for video posts (including Reels). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 600 600 Customize thumbnails for video posts (including Reels) Why can't I customize the thumb...,in progress,,26,https://suggestions.buffer.com/p/customize-thumbnails-for-video-posts-including-reels?b=feature-suggestions
24,23,ago / content / analytics / loading,feature suggestions,Aggregated post analytics across all channels,Aggregated post analytics across all channels. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 379 379 Aggregated post analytics across all channels Is there any way to get an aggregated report by...,in progress,,26,https://suggestions.buffer.com/p/aggregated-post-analytics-across-all-channels?b=feature-suggestions
25,24,posts / post / ago / content,feature suggestions,Automatically reuse a past Post / recurring Posts,Automatically reuse a past Post / recurring Posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 373 373 Automatically reuse a past Post / recurring Posts It would be nice if you could make posts...,in progress,,26,https://suggestions.buffer.com/p/automatically-reuse-a-past-post-recurring-posts?b=feature-suggestions
26,25,ago / loading / content / wait,feature suggestions,Automatically resize and crop large images & videos per network,Automatically resize and crop large images & videos per network. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 254 254 Automatically resize and crop large images & videos per network Would like to...,in progress,,26,https://suggestions.buffer.com/p/automatically-resize-and-crop-large-images-videos-per-network?b=feature-suggestions
27,26,calendar / ago / content / months,feature suggestions,Notes or blocks on the calendar,Notes or blocks on the calendar. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 209 209 Notes or blocks on the calendar Be able to put a note on a day on the calendar. This could either be just for a...,planned,,26,https://suggestions.buffer.com/p/notes-or-blocks-on-the-calendar?b=feature-suggestions
28,27,ago / workspace / social / content,feature suggestions,Distinct workspaces for clients and brands,Distinct workspaces for clients and brands. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 168 168 Distinct workspaces for clients and brands I'd like to be able to have multiple workspaces for my...,open,,26,https://suggestions.buffer.com/p/distinct-workspaces-for-clients-and-brands?b=feature-suggestions
29,28,ago / loading / content / wait,feature suggestions,"Support for rich text in posts (bold, italic, etc.)","Support for rich text in posts (bold, italic, etc.). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 162 162 Support for rich text in posts (bold, italic, etc.) Comments Join the discussion and help...",in progress,,26,https://suggestions.buffer.com/p/support-for-rich-text-in-posts-bold-italic-etc?b=feature-suggestions
30,29,content / ago / loading / wait,feature suggestions,"Account-wide Search for Posts, Drafts & Ideas","Account-wide Search for Posts, Drafts & Ideas. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 151 151 Account-wide Search for Posts, Drafts & Ideas I would like to be able to search for content in the...",in progress,,26,https://suggestions.buffer.com/p/account-wide-search-for-posts-drafts-ideas?b=feature-suggestions
31,30,ago / loading / content / wait,feature suggestions,Send & receive direct messages within Buffer,Send & receive direct messages within Buffer. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 133 133 Send & receive direct messages within Buffer Recieve and send messages on my social media channels...,complete,,26,https://suggestions.buffer.com/p/send-receive-direct-messages-within-buffer?b=feature-suggestions
32,31,ago / loading / content / wait,feature suggestions,Schedule a LinkedIn Poll post,Schedule a LinkedIn Poll post. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 118 118 Schedule a LinkedIn Poll post Let us schedule a LinkedIn poll from Buffer Comments Join the discussion and help...,planned,,26,https://suggestions.buffer.com/p/schedule-a-linkedin-poll-post?b=feature-suggestions
33,32,ago / loading / content / wait,feature suggestions,Schedule Retweets/Reposts,Schedule Retweets/Reposts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 107 107 Schedule Retweets/Reposts On twitter the main feature I use Buffer for is to schedule Retweets. It's something I use...,in progress,,26,https://suggestions.buffer.com/p/schedule-retweets-reposts?b=feature-suggestions
34,33,content / loading / wait / ago,feature suggestions,Automatically split longer post into thread,"Automatically split longer post into thread. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 103 103 Automatically split longer post into thread From ideas or from a longer piece of text, automatically...",open,,26,https://suggestions.buffer.com/p/automatically-split-longer-post-into-thread?b=feature-suggestions
35,34,ago / post / year / just,feature suggestions,Auto save during authoring,Auto save during authoring. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 89 89 Auto save during authoring Can we have some sort of autosave feature during authoring? Numerous times now I have spent...,in progress,,26,https://suggestions.buffer.com/p/auto-save-during-authoring?b=feature-suggestions
36,35,polls / ago / loading / content,feature suggestions,Support for Twitter polls,Support for Twitter polls. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 79 79 Support for Twitter polls I would love to schedule Twitter polls. Please add this feature. Comments Join the discussion...,in progress,,26,https://suggestions.buffer.com/p/support-for-twitter-polls?b=feature-suggestions
37,36,hashtags / ago / measuring / success,feature suggestions,Measuring the success of hashtags,Measuring the success of hashtags. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 72 72 Measuring the success of hashtags Clients are seeking to understand how their hashtags are performing. This is...,in progress,,26,https://suggestions.buffer.com/p/measuring-the-success-of-hashtags?b=feature-suggestions
38,37,content / loading / wait / ago,feature suggestions,Support Bluesky content labels,Support Bluesky content labels. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 71 71 Support Bluesky content labels What Bluesky has a feature to self-moderate/self-label content that you post to the...,in progress,,26,https://suggestions.buffer.com/p/support-bluesky-content-labels?b=feature-suggestions
39,38,ago / mobile / app / posts,feature suggestions,Creating a thread on the mobile app,Creating a thread on the mobile app. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 66 66 Creating a thread on the mobile app I can’t create a twitter thread on the buffer mobile app. I don’t know if...,open,,26,https://suggestions.buffer.com/p/creating-a-thread-on-the-mobile-app?b=feature-suggestions
40,39,ago / media / content / upload,feature suggestions,Bulk Upload Media Files to a Media Library,Bulk Upload Media Files to a Media Library. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 60 60 Bulk Upload Media Files to a Media Library Allow users to upload multiple image or video files at once...,in progress,,26,https://suggestions.buffer.com/p/bulk-upload-media-files-to-a-media-library?b=feature-suggestions
41,40,ago / linkedin / preview / months,feature suggestions,Improve accuracy of LinkedIn Preview,Improve accuracy of LinkedIn Preview. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 59 59 Improve accuracy of LinkedIn Preview The accuracy of the LinkedIn Preview is massively lacking. This leads to...,in progress,,26,https://suggestions.buffer.com/p/improve-accuracy-of-linkedin-preview?b=feature-suggestions
42,41,instagram / posts / music / post,feature suggestions,Attach songs to Instagram posts,Attach songs to Instagram posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 56 56 Attach songs to Instagram posts on instagram posting with a specific song attached to the post. i make my own...,in progress,,26,https://suggestions.buffer.com/p/attach-songs-to-instagram-posts?b=feature-suggestions
43,42,content / queue / ago / loading,feature suggestions,Tag-Based Scheduling for Efficient Queue Management,Tag-Based Scheduling for Efficient Queue Management. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 55 55 Tag-Based Scheduling for Efficient Queue Management It would be awesome if posting schedules...,complete,,26,https://suggestions.buffer.com/p/tag-based-scheduling-for-efficient-queue-management?b=feature-suggestions
44,43,ago / years / media / library,feature suggestions,Media / asset library,Media / asset library. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 51 51 Media / asset library Create a library of assets to pull from (rather than having to upload individual assets) Comments Join...,in progress,,26,https://suggestions.buffer.com/p/media-asset-library?b=feature-suggestions
45,44,calendar / ago / google / posts,feature suggestions,Google Calendar integration,Google Calendar integration. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 51 51 Google Calendar integration Import events from your Google Calendar into Buffer Comments Join the discussion and help...,in progress,,26,https://suggestions.buffer.com/p/google-calendar-integration?b=feature-suggestions
46,45,posts / track / link / clicks,feature suggestions,Track link clicks in Posts,Track link clicks in Posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 50 50 Track link clicks in Posts I want to be able to track link clicks (maybe by campaign but also just in general). If...,in progress,,26,https://suggestions.buffer.com/p/track-link-clicks-in-posts?b=feature-suggestions
47,46,monthly / weekly / ago / automated,feature suggestions,Automated monthly/weekly engagement reporting,Automated monthly/weekly engagement reporting. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 44 44 Automated monthly/weekly engagement reporting Receive Monthly/Weekly reports automatically sent to...,in progress,,26,https://suggestions.buffer.com/p/automated-monthly-weekly-engagement-reporting?b=feature-suggestions
48,47,posts / loading / content / wait,feature suggestions,Bulk Editing of Posts,"Bulk Editing of Posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 42 42 Bulk Editing of Posts If I need to move several Posts at one time, I currently have to do them one at a time. So imagine...",open,,26,https://suggestions.buffer.com/p/bulk-editing-of-posts?b=feature-suggestions
49,48,spellcheck / suggestions / comments / join,feature suggestions,Spellcheck!,Spellcheck!. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 42 42 Spellcheck! At the moment I have to copy the text into Word to spellcheck and then drop it back into Buffer. Unless I’m just missing...,in progress,,26,https://suggestions.buffer.com/p/spellcheck?b=feature-suggestions
50,49,posts / copy / manager / post,feature suggestions,"Saved Snippets for Posts, captions, first comments","Saved Snippets for Posts, captions, first comments. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 39 39 Saved Snippets for Posts, captions, first comments I want to be able to save and use copy/text...",open,,26,https://suggestions.buffer.com/p/saved-snippets-for-posts-captions-first-comments?b=feature-suggestions
51,50,ago / language / content / years,feature suggestions,Support for language localization / options,Support for language localization / options. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 39 39 Support for language localization / options I am currently working for a French company and most of...,complete,,26,https://suggestions.buffer.com/p/support-for-language-localization-options?b=feature-suggestions
52,51,loading / content / wait / bluesky,feature suggestions,Browser Extension: Threads & Bluesky,Browser Extension: Threads & Bluesky. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 38 38 Browser Extension: Threads & Bluesky Add the Buffer icon to Threads & Bluesky Comments Join the discussion...,in progress,,26,https://suggestions.buffer.com/p/browser-extension-threads-bluesky?b=feature-suggestions
53,52,hashtags / ago / manager / hashtag,feature suggestions,Make it easier to manage Hashtags,Make it easier to manage Hashtags. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 38 38 Make it easier to manage Hashtags Make it possible to simply manage your hashtags outside of the workflow of...,in progress,,26,https://suggestions.buffer.com/p/make-it-easier-to-manage-hashtags?b=feature-suggestions
54,53,ago / email / address / billing,feature suggestions,Add a separate email address for billing,Add a separate email address for billing. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 37 37 Add a separate email address for billing I would like to be able to add a billing email address that is...,in progress,,26,https://suggestions.buffer.com/p/add-a-separate-email-address-for-billing?b=feature-suggestions
55,54,ago / date / range / reporting,feature suggestions,Date range for reporting on tags,"Date range for reporting on tags. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 34 34 Date range for reporting on tags Hello, I run several different campaigns for projects on social media. Each...",in progress,,26,https://suggestions.buffer.com/p/date-range-for-reporting-on-tags?b=feature-suggestions
56,55,ago / years / link / client,feature suggestions,Send a schedule of content for client review,Send a schedule of content for client review. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 34 34 Send a schedule of content for client review We need to get client’s approval for a month’s worth of...,planned,,26,https://suggestions.buffer.com/p/send-a-schedule-of-content-for-client-review?b=feature-suggestions
57,56,ago / loading / content / wait,feature suggestions,Instagram Product tagging,Instagram Product tagging. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 33 33 Instagram Product tagging Instagram recently introduced an integration that we could use so that you can tag products in...,in progress,,26,https://suggestions.buffer.com/p/instagram-product-tagging?b=feature-suggestions
58,57,thread / tweets / drag / drop,feature suggestions,Reordering tweets in a thread by drag and drop,"Reordering tweets in a thread by drag and drop. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 32 32 Reordering tweets in a thread by drag and drop After preparing an X thread, if you want to reorder...",in progress,,26,https://suggestions.buffer.com/p/reordering-tweets-in-a-thread-by-drag-and-drop?b=feature-suggestions
59,58,image / ago / assistant / descriptions,feature suggestions,AI Assistant for image descriptions & alt text,AI Assistant for image descriptions & alt text. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 30 30 AI Assistant for image descriptions & alt text I’d love this to same me time saying what my images...,in progress,,26,https://suggestions.buffer.com/p/ai-assistant-for-image-descriptions-alt-text?b=feature-suggestions
60,59,posts / post / retry / time,feature suggestions,Auto Retry Failing Posts,Auto Retry Failing Posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 29 29 Auto Retry Failing Posts Retry failing posts automatically I would like to offer a different perspective to those people...,planned,,26,https://suggestions.buffer.com/p/auto-retry-failing-posts?b=feature-suggestions
61,60,instagram / seconds / reel / post,feature suggestions,Instagram & Facebook reels over 60 seconds,"Instagram & Facebook reels over 60 seconds. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 28 28 Instagram & Facebook reels over 60 seconds Currently through Meta Business Suite, if you upload a reel...",in progress,,26,https://suggestions.buffer.com/p/instagram-facebook-reels-over-60-seconds?b=feature-suggestions
62,61,thread / automatic / numbering / suggestions,feature suggestions,Thread automatic numbering,"Thread automatic numbering. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 27 27 Thread automatic numbering It would be great, that threads tweet should number automatically themselves, like 1/3, 2/3,...",in progress,,26,https://suggestions.buffer.com/p/thread-automatic-numbering?b=feature-suggestions
63,62,channels / ago / post / default,feature suggestions,Select Default Channels for Posting,Select Default Channels for Posting. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 27 27 Select Default Channels for Posting I'm a new user of Buffer and I have one irritant! Every time I post I have...,open,,26,https://suggestions.buffer.com/p/select-default-channels-for-posting?b=feature-suggestions
64,63,tiktok / ago / posts / year,feature suggestions,Add music to TikTok posts,"Add music to TikTok posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 26 26 Add music to TikTok posts If it is possible to add sounds to tiktok video, and set the sound Comments Join the...",in progress,,26,https://suggestions.buffer.com/p/add-music-to-tiktok-posts?b=feature-suggestions
65,64,flag / ago / nsfw / twitter,feature suggestions,"Flag images as NSFW when posting (Twitter, Bluesky, Mastodon)","Flag images as NSFW when posting (Twitter, Bluesky, Mastodon). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 26 26 Flag images as NSFW when posting (Twitter, Bluesky, Mastodon) You can do this on...",in progress,,26,https://suggestions.buffer.com/p/flag-images-as-nsfw-when-posting-twitter-bluesky-mastodon?b=feature-suggestions
66,65,posts / edit / post / years,feature suggestions,Ability to edit posts after publish,Ability to edit posts after publish. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 26 26 Ability to edit posts after publish I would love to be able to edit simple mistakes without deleting the post...,in progress,,26,https://suggestions.buffer.com/p/ability-to-edit-posts-after-publish?b=feature-suggestions
67,66,month / months / calendar / view,feature suggestions,Scroll vertically through months in Calendar view,Scroll vertically through months in Calendar view. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 25 25 Scroll vertically through months in Calendar view I’d like to be able to scroll through the...,in progress,,26,https://suggestions.buffer.com/p/scroll-vertically-through-months-in-calendar-view?b=feature-suggestions
68,67,posts / ago / export / csv,feature suggestions,"Export Posts/Drafts to a file (PDF, CSV, etc.)","Export Posts/Drafts to a file (PDF, CSV, etc.). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 25 25 Export Posts/Drafts to a file (PDF, CSV, etc.) I want to be able to build all of my Social Media...",in progress,,26,https://suggestions.buffer.com/p/export-posts-drafts-to-a-file-pdf-csv-etc?b=feature-suggestions
69,68,posts / ago / delete / post,feature suggestions,Delete a Post after it's been posted,"Delete a Post after it's been posted. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 24 24 Delete a Post after it's been posted Need to have able to delete a Tweet after post it and Retweet, these two...",in progress,,26,https://suggestions.buffer.com/p/delete-a-post-after-it-s-been-posted?b=feature-suggestions
70,69,posts / duplicate / year / ago,feature suggestions,"Bulk duplicate, copy, re-share posts","Bulk duplicate, copy, re-share posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 24 24 Bulk duplicate, copy, re-share posts I would like to make posts once for a full year and once I'm finished...",in progress,,26,https://suggestions.buffer.com/p/bulk-duplicate-copy-re-share-posts?b=feature-suggestions
71,70,join / turn / shake / shuffle,feature suggestions,Please allow us to turn off the shake to shuffle feature,Please allow us to turn off the shake to shuffle feature. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 21 21 Please allow us to turn off the shake to shuffle feature It just is really tough to use...,in progress,,26,https://suggestions.buffer.com/p/please-allow-us-to-turn-off-the-shake-to-shuffle-feature?b=feature-suggestions
72,71,post / posts / community / share,feature suggestions,Schedule a post for a community on X,"Schedule a post for a community on X. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 20 20 Schedule a post for a community on X I would really like the ability to post to communities on X, as well as...",in progress,,26,https://suggestions.buffer.com/p/schedule-a-post-for-a-community-on-x?b=feature-suggestions
73,72,ago / channels / api / post,feature suggestions,Custom channels via Webhooks,Custom channels via Webhooks. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 20 20 Custom channels via Webhooks Add your own channel via API. Create a webhook so that I can get a scheduled update...,complete,,26,https://suggestions.buffer.com/p/custom-channels-via-webhooks?b=feature-suggestions
74,73,mastodon / character / limit / ago,feature suggestions,Increase character limit for Mastodon,Increase character limit for Mastodon. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 19 19 Increase character limit for Mastodon Hi! Do you know that - Mastodon provides 1000 symbols per post. Not...,in progress,,26,https://suggestions.buffer.com/p/increase-character-limit-for-mastodon?b=feature-suggestions
75,74,post / posting / posts / batch-edit,feature suggestions,Batch-edit posting schedules,Batch-edit posting schedules. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 18 18 Batch-edit posting schedules The ability to edit the schedule across all channels at once. Comments Join the...,in progress,,26,https://suggestions.buffer.com/p/batch-edit-posting-schedules?b=feature-suggestions
76,75,posts / post / multiple / platforms,feature suggestions,Make AI posts for multiple platforms at once,Make AI posts for multiple platforms at once. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 18 18 Make AI posts for multiple platforms at once I asked your AI assistant to suggest content for three...,in progress,,26,https://suggestions.buffer.com/p/make-ai-posts-for-multiple-platforms-at-once?b=feature-suggestions
77,76,time / set / default / publish,feature suggestions,Set default publish time per channel,"Set default publish time per channel. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 17 17 Set default publish time per channel I want to save time when setting my posts, so I want to set a default...",in progress,,26,https://suggestions.buffer.com/p/set-default-publish-time-per-channel?b=feature-suggestions
78,77,ago / manager / mention / posts,feature suggestions,Mention Manager,Mention Manager. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 17 17 Mention Manager We are looking for something similar to the hashtag manager where you can create premade lists of @ tags. This is...,open,,26,https://suggestions.buffer.com/p/mention-manager?b=feature-suggestions
79,78,plan / posts / free / unlimited,feature suggestions,A plan between the free plan and unlimited posts.,A plan between the free plan and unlimited posts.. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 15 15 A plan between the free plan and unlimited posts. Hi. I want to make a suggestion about your...,in progress,,26,https://suggestions.buffer.com/p/a-plan-between-the-free-plan-and-unlimited-posts?b=feature-suggestions
80,79,suggestions / hashtags / post / hashtag,feature suggestions,Hashtag suggestions/lookup,"Hashtag suggestions/lookup. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 15 15 Hashtag suggestions/lookup First of all, the hashtag editing box is very small and can’t be expanded. It makes it...",in progress,,26,https://suggestions.buffer.com/p/hashtag-suggestions-lookup?b=feature-suggestions
81,80,post / draft / ago / drafts,feature suggestions,Draft -> Post workflow,"Draft -> Post workflow. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 15 15 Draft -> Post workflow It is confusing that a draft stays in drafts, even after you have created a post based on that...",in progress,,26,https://suggestions.buffer.com/p/draft-post-workflow?b=feature-suggestions
82,81,pdf / report / comments / functional,feature suggestions,A Functional Buffer Report to PDF Option,"A Functional Buffer Report to PDF Option. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 14 14 A Functional Buffer Report to PDF Option Currently, if you click “Export as PDF” for any social media...",in progress,,26,https://suggestions.buffer.com/p/a-functional-buffer-report-to-pdf-option?b=feature-suggestions
83,82,screen / widget / home / capture,feature suggestions,iOS - create ideas home screen widget,iOS - create ideas home screen widget. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 14 14 iOS - create ideas home screen widget Wouldn’t it be great to quickly capture an idea as you have it ? A...,in progress,,26,https://suggestions.buffer.com/p/ios-create-ideas-home-screen-widget?b=feature-suggestions
84,83,copy / paste / text / years,feature suggestions,Fix copy/paste inside of text editing,"Fix copy/paste inside of text editing. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 14 14 Fix copy/paste inside of text editing Particularly with making Twitter threads, it’s common to copy/paste...",in progress,,26,https://suggestions.buffer.com/p/fix-copy-paste-inside-of-text-editing?b=feature-suggestions
85,84,ago / assistant / apps / app,feature suggestions,Support AI Assistant in Mobile apps,"Support AI Assistant in Mobile apps. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 14 14 Support AI Assistant in Mobile apps 1. I can't see ai in the mobile app, I want to use ai in the app as well....",in progress,,26,https://suggestions.buffer.com/p/support-ai-assistant-in-mobile-apps?b=feature-suggestions
86,85,youtube / edit / tags / default,feature suggestions,Ability to Edit Youtube Tags or ability to use Youtube Default settings,Ability to Edit Youtube Tags or ability to use Youtube Default settings. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Ability to Edit Youtube Tags or ability to use Youtube Default settings I...,in progress,,26,https://suggestions.buffer.com/p/ability-to-edit-youtube-tags-or-ability-to-use-youtube-default-settings?b=feature-suggestions
