cluster_rank,cluster_id,category,board,title,summary,status,votes,comments,url
87,86,post / posted / indication / sent,feature suggestions,"Restore iOS indication of ""This may have been previously posted"", or similar.","Restore iOS indication of ""This may have been previously posted"", or similar.. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Restore iOS indication of ""This may have been previously posted"", or...",in progress,,26,https://suggestions.buffer.com/p/restore-ios-indication-of-this-may-have-been-previously-posted-or-similar?b=feature-suggestions
88,87,tier / posts / comments / basic,feature suggestions,A more basic subscription tier,A more basic subscription tier. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 A more basic subscription tier I don’t particularly care for all the extra engagement tools or data analysis...,in progress,,26,https://suggestions.buffer.com/p/a-more-basic-subscription-tier?b=feature-suggestions
89,88,target / linkedin / posts / ago,feature suggestions,Ability to target different audiences on LinkedIn,Ability to target different audiences on LinkedIn. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Ability to target different audiences on LinkedIn We’d love to see a feature on Buffer where we...,in progress,,26,https://suggestions.buffer.com/p/ability-to-target-different-audiences-on-linkedin?b=feature-suggestions
90,89,api / ago / thread / threads,feature suggestions,Schedule Twitter Thread with API,Schedule Twitter Thread with API. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Schedule Twitter Thread with API I'd like to be able to program and post threads via the API. This is currently...,in progress,,26,https://suggestions.buffer.com/p/schedule-twitter-thread-with-api?b=feature-suggestions
91,90,post / profiles / tagging / posts,feature suggestions,Tagging of users on posts,Tagging of users on posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Tagging of users on posts Tagging people without having to @ mention them on posts would be super cool and helpful!...,in progress,,26,https://suggestions.buffer.com/p/tagging-of-users-on-posts?b=feature-suggestions
92,91,ago / years / channels / able,feature suggestions,Editing Drafts across multiple channels,Editing Drafts across multiple channels. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Editing Drafts across multiple channels the ability to edit drafts for multiple channels as one -...,in progress,,26,https://suggestions.buffer.com/p/editing-drafts-across-multiple-channels?b=feature-suggestions
93,92,campaigns / better / post / comments,feature suggestions,Better organization of Campaigns/Tags,Better organization of Campaigns/Tags. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 13 13 Better organization of Campaigns/Tags I would really appreciate better options for sorting campaigns. I work...,in progress,,26,https://suggestions.buffer.com/p/better-organization-of-campaigns-tags?b=feature-suggestions
94,93,channels / team / admin / manage,feature suggestions,Extended Team Permissions (Owner / Super Admin / Admin / Member),Extended Team Permissions (Owner / Super Admin / Admin / Member). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 12 12 Extended Team Permissions (Owner / Super Admin / Admin / Member) I’d like to give...,in progress,,26,https://suggestions.buffer.com/p/extended-team-permissions-owner-super-admin-admin-member-3807e13a-fc3d-43fd-8f5b-ee3908b4a368?b=feature-suggestions
95,94,tag / native / app / posts,feature suggestions,X/Twitter: The ability to tag accounts on pictures like in the native app...,X/Twitter: The ability to tag accounts on pictures like in the native app.... Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 12 12 X/Twitter: The ability to tag accounts on pictures like in the native...,in progress,,26,https://suggestions.buffer.com/p/x-twitter-the-ability-to-tag-accounts-on-pictures-like-in-the-native-app?b=feature-suggestions
96,95,post / posts / group / comments,feature suggestions,Group related posts for different channels,Group related posts for different channels. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 11 11 Group related posts for different channels When you create a post with the goal of sharing to multiple...,in progress,,26,https://suggestions.buffer.com/p/group-related-posts-for-different-channels?b=feature-suggestions
97,96,trial / reels / months / ago,feature suggestions,Instagram Trial Reels,Instagram Trial Reels. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 11 11 Instagram Trial Reels Have the possibility to post a trial reel on Instagram. Comments Join the discussion and help shape...,in progress,,26,https://suggestions.buffer.com/p/instagram-trial-reels?b=feature-suggestions
98,97,facebook / events / post / able,feature suggestions,Facebook events,Facebook events. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 11 11 Facebook events I would like to post events to a Facebook group. The Facebook UI is awful when dealing with timezones. Comments...,in progress,,26,https://suggestions.buffer.com/p/facebook-events?b=feature-suggestions
99,98,posts / post / placeholder / day,feature suggestions,Placeholder Queue Slot,Placeholder Queue Slot. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 11 11 Placeholder Queue Slot Problem: I can’t schedule some specific posts / formats via Buffer (pdf or survey on LinkedIn etc)....,in progress,,26,https://suggestions.buffer.com/p/placeholder-queue-slot?b=feature-suggestions
100,99,post / ago / comment / comments,feature suggestions,Auto-dm based on trigger,"Auto-dm based on trigger. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Auto-dm based on trigger I post free resources on X and LinkedIn, where I ask people to comment a word (for example:...",closed,,26,https://suggestions.buffer.com/p/auto-dm-based-on-trigger?b=feature-suggestions
101,100,hashtags / automatically / image / content,feature suggestions,Automatically Add Hashtags Based on Image Content or Meta Data,Automatically Add Hashtags Based on Image Content or Meta Data. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Automatically Add Hashtags Based on Image Content or Meta Data For an Instagram...,in progress,,26,https://suggestions.buffer.com/p/automatically-add-hashtags-based-on-image-content-or-meta-data?b=feature-suggestions
102,101,text / alt / images / main,feature suggestions,Alternative Text for Images,Alternative Text for Images. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Alternative Text for Images Make it so users can add alt text to images from the main scheduling page. If there’s a...,open,,26,https://suggestions.buffer.com/p/alternative-text-for-images?b=feature-suggestions
103,102,mastodon / character / custom / setting,feature suggestions,"Mastodon, add custom setting for character legth","Mastodon, add custom setting for character legth. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Mastodon, add custom setting for character legth Since each server in Mastodon can have different...",in progress,,26,https://suggestions.buffer.com/p/mastodon-add-custom-setting-for-character-legth?b=feature-suggestions
104,103,ideas / folders / idea / client,feature suggestions,Idea / client workspaces or folders,Idea / client workspaces or folders. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Idea / client workspaces or folders Grouping ideas for each channel. I manage different companies and which to...,in progress,,26,https://suggestions.buffer.com/p/idea-client-workspaces-or-folders?b=feature-suggestions
105,104,ago / website / years / code,feature suggestions,Embed a social media feed on a website,Embed a social media feed on a website. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Embed a social media feed on a website Please consider creating a code widget that would allow a post that...,in progress,,26,https://suggestions.buffer.com/p/embed-a-social-media-feed-on-a-website?b=feature-suggestions
106,105,ago / competitive / analytics / comparison,feature suggestions,Competitive Analytics Comparison,Competitive Analytics Comparison. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 10 10 Competitive Analytics Comparison feature allows Instagram account holders to benchmark and measure their account...,in progress,,26,https://suggestions.buffer.com/p/competitive-analytics-comparison?b=feature-suggestions
107,106,posts / months / ago / titles,feature suggestions,Titles for Posts,"Titles for Posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Titles for Posts You can name posts while in the “create” feature, but not after they’re in draft form. It makes it hard to know...",in progress,,26,https://suggestions.buffer.com/p/titles-for-posts?b=feature-suggestions
108,107,loading / content / wait / grid,feature suggestions,Integrating Shop Grid with Start Page,"Integrating Shop Grid with Start Page. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Integrating Shop Grid with Start Page The “Updates” section is taking up too much space on my start page, and...",in progress,,26,https://suggestions.buffer.com/p/integrating-shop-grid-with-start-page?b=feature-suggestions
109,108,label / posts / ago / setting,feature suggestions,AI label setting for posts,AI label setting for posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 AI label setting for posts Instagram and TikTok require creators to add AI generated content label to posts if a video is...,in progress,,26,https://suggestions.buffer.com/p/ai-label-setting-for-posts?b=feature-suggestions
110,109,location / default / post / having,feature suggestions,Automatic location by default,"Automatic location by default. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Automatic location by default Hello, I work for the Instagram of several restaurants in my city, I would like the...",in progress,,26,https://suggestions.buffer.com/p/automatic-location-by-default?b=feature-suggestions
111,110,comments / posts / filter / unread,feature suggestions,"""New/Unread"" filter on Engage","""New/Unread"" filter on Engage. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 ""New/Unread"" filter on Engage In the engagement tab, I'm missing a new comments filter (those I haven't responded to...",in progress,,26,https://suggestions.buffer.com/p/new-unread-filter-on-engage?b=feature-suggestions
112,111,integration / api / ago / years,feature suggestions,Upgrades to Buffer <> Make integration,"Upgrades to Buffer <> Make integration. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Upgrades to Buffer <> Make integration Currently, Zapier is the only integration that supports updating your...",in progress,,26,https://suggestions.buffer.com/p/upgrades-to-buffer-make-integration?b=feature-suggestions
113,112,startpage / analytics / reports / track,feature suggestions,Startpage: more analytics and integrate it in reports,Startpage: more analytics and integrate it in reports. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Startpage: more analytics and integrate it in reports I have an image grid and it does not...,in progress,,26,https://suggestions.buffer.com/p/startpage-more-analytics-and-integrate-it-in-reports?b=feature-suggestions
114,113,shop / grid / posts / analytics,feature suggestions,Analytics on Insta's Shop Grid,Analytics on Insta's Shop Grid. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Analytics on Insta's Shop Grid I would like to know how many clicks my posts are generating + which posts are better...,in progress,,26,https://suggestions.buffer.com/p/analytics-on-insta-s-shop-grid?b=feature-suggestions
115,114,ago / enforce / users / years,feature suggestions,Allow organisation to enforce 2FA across users,Allow organisation to enforce 2FA across users. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Allow organisation to enforce 2FA across users Enforce all of the users on my account to enrol in...,in progress,,26,https://suggestions.buffer.com/p/allow-organisation-to-enforce-2fa-across-users?b=feature-suggestions
116,115,posts / mastodon / setting / public,feature suggestions,Set privacy setting for Mastodon posts,"Set privacy setting for Mastodon posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 9 9 Set privacy setting for Mastodon posts Mark posts as unlisted, followers only or public. Comments Join the...",in progress,,26,https://suggestions.buffer.com/p/set-privacy-setting-for-mastodon-posts?b=feature-suggestions
117,116,view / post / community / beta,feature suggestions,By-post view in Community,By-post view in Community. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 By-post view in Community Need to have the old community feature because it allow me to have access to the post...,in progress,,26,https://suggestions.buffer.com/p/by-post-view-in-community?b=feature-suggestions
118,117,draft / versioning / posts / suggestions,feature suggestions,Draft Versioning,"Draft Versioning. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Draft Versioning At times, I find myself making changes to a Draft and would like to review or undo the modifications I've made....",in progress,,26,https://suggestions.buffer.com/p/draft-versioning?b=feature-suggestions
119,118,linkedin / posts / repost / future,feature suggestions,Import LinkedIn posts from others into Buffer (for future repost or comments),Import LinkedIn posts from others into Buffer (for future repost or comments). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Import LinkedIn posts from others into Buffer (for future repost or...,in progress,,26,https://suggestions.buffer.com/p/import-linkedin-posts-from-others-into-buffer-for-future-repost-or-comments?b=feature-suggestions
120,119,comment / post / video / comments,feature suggestions,First comment bulking,First comment bulking. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 First comment bulking The first comment is an ad and should adapt to the current campaign. New feature: I can add a first...,in progress,,26,https://suggestions.buffer.com/p/first-comment-bulking?b=feature-suggestions
121,120,post / app / notifications / comments,feature suggestions,Engagement Notification in App,Engagement Notification in App. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Engagement Notification in App This month I decided to make the switch from Sprout to Buffer. One of the features I...,planned,,26,https://suggestions.buffer.com/p/engagement-notification-in-app?b=feature-suggestions
122,121,hyperlink / label / links / custom,feature suggestions,Insert hyperlink with a custom label,Insert hyperlink with a custom label. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Insert hyperlink with a custom label I’m not sure if it is possible. In Word and any Office programs you can...,in progress,,26,https://suggestions.buffer.com/p/insert-hyperlink-with-a-custom-label?b=feature-suggestions
123,122,comments / hide / react / ago,feature suggestions,"Ability to react to, edit or hide comments in Engagement","Ability to react to, edit or hide comments in Engagement. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Ability to react to, edit or hide comments in Engagement We can not react, delete, hide,...",in progress,,26,https://suggestions.buffer.com/p/ability-to-react-to-edit-or-hide-comments-in-engagement?b=feature-suggestions
124,123,company / posts / better / tagging,feature suggestions,Better company tagging experience in Posts,Better company tagging experience in Posts. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Better company tagging experience in Posts Put in part of a company name to tag (so @company) and have a...,closed,,26,https://suggestions.buffer.com/p/better-company-tagging-experience-in-posts?b=feature-suggestions
125,124,analytics / boosted / post / ago,feature suggestions,Organic vs. Boosted Post Analytics,Organic vs. Boosted Post Analytics. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 8 8 Organic vs. Boosted Post Analytics Would be nve to filter the analytics and be able to display only organic or...,in progress,,26,https://suggestions.buffer.com/p/organic-vs-boosted-post-analytics?b=feature-suggestions
126,125,analytics / posts / post / tab,feature suggestions,Create Post from Analytics Tab Feature (for reposting top old posts),Create Post from Analytics Tab Feature (for reposting top old posts). Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Create Post from Analytics Tab Feature (for reposting top old posts) All due...,in progress,,26,https://suggestions.buffer.com/p/create-post-from-analytics-tab-feature-for-reposting-top-old-posts?b=feature-suggestions
127,126,confirmation / step / publish / calendar,feature suggestions,"PLEASE add a confirmation step before ""publish now"" on calendar","PLEASE add a confirmation step before ""publish now"" on calendar. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 PLEASE add a confirmation step before ""publish now"" on calendar I can’t understand...",open,,26,https://suggestions.buffer.com/p/please-add-a-confirmation-step-before-publish-now-on-calendar?b=feature-suggestions
128,127,logo / watermark / suggestions / able,feature suggestions,Logo watermark,Logo watermark. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Logo watermark Would love to be able to upload a png of my logo to watermark all of my videos/photos. Comments Join the discussion...,in progress,,26,https://suggestions.buffer.com/p/logo-watermark?b=feature-suggestions
129,128,week / numbers / calendar / comments,feature suggestions,Week numbers on calendar week view,Week numbers on calendar week view. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Week numbers on calendar week view Please add the calendar week numbers to the calendar views. Most campaigns run...,in progress,,26,https://suggestions.buffer.com/p/week-numbers-on-calendar-week-view?b=feature-suggestions
130,129,bluesky / posts / punctuation / ago,feature suggestions,Bug fix on Bluesky posts - punctuation,"Bug fix on Bluesky posts - punctuation. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Bug fix on Bluesky posts - punctuation When queueing posts for Bluesky, there’s a glitch that un-links any...",in progress,,26,https://suggestions.buffer.com/p/bug-fix-on-bluesky-posts-punctuation?b=feature-suggestions
131,130,domain / start / page / custom,feature suggestions,Custom Domain for Start Page,Custom Domain for Start Page. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Custom Domain for Start Page Add the option to link your custom domain via DNS records to use for your start page...,in progress,,26,https://suggestions.buffer.com/p/custom-domain-for-start-page?b=feature-suggestions
132,131,canva / graphics / comments / animations,feature suggestions,Canva Animations,"Canva Animations. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Canva Animations I regularly share animated Canva graphics to my Instagram stories. I create and animate the graphics in Canva,...",in progress,,26,https://suggestions.buffer.com/p/canva-animations?b=feature-suggestions
133,132,post / schedule / reply / bluesky,feature suggestions,Schedule a Reply Post on Bluesky,Schedule a Reply Post on Bluesky. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Schedule a Reply Post on Bluesky I’d like the ability to schedule a post that is a reply. I’m making a daily thread...,in progress,,26,https://suggestions.buffer.com/p/schedule-a-reply-post-on-bluesky?b=feature-suggestions
134,133,pinterest / tagged / topic / reach,feature suggestions,Pinterest - Tagged topic,Pinterest - Tagged topic. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Pinterest - Tagged topic I would like to ask for the feature “Tagged Topics” when scheduling Pinterest posts. This feature...,in progress,,26,https://suggestions.buffer.com/p/pinterest-tagged-topic?b=feature-suggestions
135,134,location / post / tiktok / posted,feature suggestions,Add location on Tik Tok,"Add location on Tik Tok. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Add location on Tik Tok When I post my TikTok drafts, it doesn’t offer the option to add a location like it does with...",in progress,,26,https://suggestions.buffer.com/p/add-location-on-tik-tok?b=feature-suggestions
136,135,app / comments / social / feeds,feature suggestions,Social feeds/timelines in the app,Social feeds/timelines in the app. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Social feeds/timelines in the app We need to be able to read our own twitter timeline on Buffer like the HootSuite...,in progress,,26,https://suggestions.buffer.com/p/social-feeds-timelines-in-the-app?b=feature-suggestions
137,136,page / start / able / custom,feature suggestions,Start Page Customization,"Start Page Customization. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Start Page Customization I am trying to further customize our Start Page. I would love to be able to add our custom fonts,...",in progress,,26,https://suggestions.buffer.com/p/start-page-customization?b=feature-suggestions
138,137,api / post / analytics / ago,feature suggestions,API for Post Analytics,"API for Post Analytics. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 API for Post Analytics Hi, We are a small company that would like to use your API in order to fetch data from out social...",in progress,,26,https://suggestions.buffer.com/p/api-for-post-analytics?b=feature-suggestions
139,138,chatgpt / plus / content / assistant,feature suggestions,Integration of Personal ChatGPT Plus Accounts into Buffer's AI Assistant,Integration of Personal ChatGPT Plus Accounts into Buffer's AI Assistant. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Integration of Personal ChatGPT Plus Accounts into Buffer's AI Assistant...,in progress,,26,https://suggestions.buffer.com/p/integration-of-personal-chatgpt-plus-accounts-into-buffer-s-ai-assistant?b=feature-suggestions
140,139,captions / post / srt / ago,feature suggestions,Support adding captions to videos via srt file.,Support adding captions to videos via srt file.. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 Support adding captions to videos via srt file. Closed Captions are essential for creating...,closed,,26,https://suggestions.buffer.com/p/support-adding-captions-to-videos-via-srt-file?b=feature-suggestions
141,140,post / created / team / suggestions,feature suggestions,See who created a post on my team,"See who created a post on my team. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 7 7 See who created a post on my team I would like to be able to see who made a post on the calendar, or inside the...",in progress,,26,https://suggestions.buffer.com/p/see-who-created-a-post-on-my-team?b=feature-suggestions
142,141,post / recurring / holidays / day,feature suggestions,Recurring annual holidays,"Recurring annual holidays. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 Recurring annual holidays Our company has recurring days annually that we post on. For instance, our company birthday, GIS...",in progress,,26,https://suggestions.buffer.com/p/recurring-annual-holidays?b=feature-suggestions
143,142,linkedin / video / ago / thumbnail,feature suggestions,LinkedIn - update custom thumbnail when you add video,"LinkedIn - update custom thumbnail when you add video. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 LinkedIn - update custom thumbnail when you add video On LinkedIn, it would be great to have...",in progress,,26,https://suggestions.buffer.com/p/linkedin-update-custom-thumbnail-when-you-add-video?b=feature-suggestions
144,143,view / calendar / comments / set,feature suggestions,Option to Set Calendar View as the Default View,"Option to Set Calendar View as the Default View. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 Option to Set Calendar View as the Default View When I log into Buffer, I want to immediately see a...",in progress,,26,https://suggestions.buffer.com/p/option-to-set-calendar-view-as-the-default-view?b=feature-suggestions
145,144,channel / ago / channels / accounts,feature suggestions,Renaming channels within Buffer,Renaming channels within Buffer. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 Renaming channels within Buffer Buffer pulls in the channel name directly from each social channel. Some users have...,in progress,,26,https://suggestions.buffer.com/p/renaming-channels-within-buffer?b=feature-suggestions
146,145,comments / meta / manage / ads,feature suggestions,Manage comments on meta ads in Community,Manage comments on meta ads in Community. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 Manage comments on meta ads in Community Ability to manage comments on Meta ads alongside normal facebook...,in progress,,26,https://suggestions.buffer.com/p/manage-comments-on-meta-ads-in-community?b=feature-suggestions
147,146,sso / integration / suggestions / able,feature suggestions,SSO integration,"SSO integration. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 SSO integration For security, our company requires Microsoft Entra for SSO integration. Now I do not know if we will be able to use...",in progress,,26,https://suggestions.buffer.com/p/sso-integration?b=feature-suggestions
148,147,share / icon / mastodon / comments,feature suggestions,Support Buffer share icon in Mastodon with the browser extension,Support Buffer share icon in Mastodon with the browser extension. Buffer Sign in with Buffer Feature Suggestions Roadmap What's New 6 6 Support Buffer share icon in Mastodon with the browser extension Just like twitter...,in progress,,26,https://suggestions.buffer.com/p/support-buffer-share-icon-in-mastodon-with-the-browser-extension?b=feature-suggestions
149,148,engagement / post / posts / metrics,buffer api,Expose Post Engagement Metrics via the API,Expose Post Engagement Metrics via the API. Buffer Sign in with Buffer Buffer API Roadmap What's New 21 21 Expose Post Engagement Metrics via the API The Buffer GraphQL API currently supports creating and retrieving...,in progress,,26,https://suggestions.buffer.com/p/expose-post-engagement-metrics-via-the-api?b=buffer-api
150,149,media / storage / post / copy,buffer api,Copy media to Buffer storage after post creation,"Copy media to Buffer storage after post creation. Buffer Sign in with Buffer Buffer API Roadmap What's New 14 14 Copy media to Buffer storage after post creation After successful createPost, please ingest/copy media to...",in progress,,26,https://suggestions.buffer.com/p/copy-media-to-buffer-storage-after-post-creation?b=buffer-api
151,150,api / tiktok / binary / file,buffer api,Binary file upload (FILE_UPLOAD) support for TikTok in MCP API,Binary file upload (FILE_UPLOAD) support for TikTok in MCP API. Buffer Sign in with Buffer Buffer API Roadmap What's New 12 12 Binary file upload (FILE_UPLOAD) support for TikTok in MCP API Hi! Love what you're building...,in progress,,26,https://suggestions.buffer.com/p/binary-file-upload-file_upload-support-for-tiktok-in-mcp-api?b=buffer-api
152,151,api / image / upload / post,buffer api,Image assets for API,Image assets for API. Buffer Sign in with Buffer Buffer API Roadmap What's New 10 10 Image assets for API it’s a real blocker that any image to attach thorugh the API must already be hosted online somewhere. It would be...,in progress,,26,https://suggestions.buffer.com/p/image-assets-for-api?b=buffer-api
153,152,video / api / createidea / public,buffer api,Support video media in createIdea (Public API),Support video media in createIdea (Public API). Buffer Sign in with Buffer Buffer API Roadmap What's New 9 9 Support video media in createIdea (Public API) Please add full video support for createIdea. Text and image...,in progress,,26,https://suggestions.buffer.com/p/support-video-media-in-createidea-public-api?b=buffer-api
154,153,claude / code / skill / api,buffer api,can you create a claude code skill?,can you create a claude code skill?. Buffer Sign in with Buffer Buffer API Roadmap What's New 6 6 can you create a claude code skill? I use Claude Code and it’s taking it a long time to try and understand the new Buffer...,in progress,,26,https://suggestions.buffer.com/p/can-you-create-a-claude-code-skill?b=buffer-api
155,154,limit / character / characters / linkedin,buffer api,Document LinkedIn character limit and Unicode handling in Buffer docs,Document LinkedIn character limit and Unicode handling in Buffer docs. Buffer Sign in with Buffer Buffer API Roadmap What's New 4 4 Document LinkedIn character limit and Unicode handling in Buffer docs Buffer enforces a...,in progress,,26,https://suggestions.buffer.com/p/document-linkedin-character-limit-and-unicode-handling-in-buffer-docs?b=buffer-api
156,155,channel / groups / zapier / comments,buffer api,Expose channel groups in Zapier,Expose channel groups in Zapier. Buffer Sign in with Buffer Buffer API Roadmap What's New 4 4 Expose channel groups in Zapier Would be amazing to have channel groups exposed in Zapier to help minimize task usage....,in progress,,26,https://suggestions.buffer.com/p/expose-channel-groups-in-zapier?b=buffer-api
157,156,query / ideas / api / post,buffer api,"Query ""Ideas""","Query ""Ideas"". Buffer Sign in with Buffer Buffer API Roadmap What's New 1 1 Query ""Ideas"" Currently on the GraphQL API there is no Query Idea entry point. It would be great to treat Ideas as a source of truth for...",in progress,,26,https://suggestions.buffer.com/p/query-ideas?b=buffer-api
